Dataset	HMM Family	ORF	HMM E-val	Aligned Length	Closest Homolog	%id of Closest Homolog	Closest Homolog Species	Closest Homolog Genus	Closest Homolog Family	Closest Homolog Order	Closest Homolog Class	Closest Homolog Phylum	Closest Homolog Superkingdom
CA_L227_2014_106_17	rpoB_3	CA-L227-2014_325119_8_3451_7368_1_ID_510_8_partial_00_start_type_GTG_rbs_motif_None_rbs_spacer_None_gc_cont_0_478_ma77_1139_to_1302	2.4e-102	164	gi|753754217|ref|WP_041526912.1|	96.8	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L227_2014_106_17	rpoB_3	CA-L227-2014_88010_1_3_641_1_ID_206_1_partial_10_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_495_ma86_66_to_187	9.1e-28	122	gi|501501080|ref|WP_012509309.1|	93.4	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L227_2014_106_17	rpoB_3	CA-L227-2014_16623_9_7441_10617_1_ID_49_9_partial_01_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_489_ma83_16_to_593	1e-210	578	gi|501501080|ref|WP_012509309.1|	97.5	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L227_2014_106_17	rpoB_3	CA-L227-2014_16623_8_3454_7371_1_ID_49_8_partial_00_start_type_GTG_rbs_motif_None_rbs_spacer_None_gc_cont_0_476_ma74_15_to_1143	0	1129	gi|753754217|ref|WP_041526912.1|	96.9	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L227_2014_106_17	rpoB_3	CA-L227-2014_325119_9_7438_11934_1_ID_510_9_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_487_ma82_1352_to_1472	3.3e-26	121	gi|501501080|ref|WP_012509309.1|	96.7	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L227_2014_106_17	rpoB_3	CA-L227-2014_16623_9_7441_10617_1_ID_49_9_partial_01_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_489_ma84_623_to_1051	8e-121	429	gi|501501080|ref|WP_012509309.1|	97.5	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L227_2014_106_17	rpoB_3	CA-L227-2014_325119_8_3451_7368_1_ID_510_8_partial_00_start_type_GTG_rbs_motif_None_rbs_spacer_None_gc_cont_0_478_ma76_13_to_1143	0	1131	gi|753754217|ref|WP_041526912.1|	96.8	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L227_2014_106_17	rpoB_3	CA-L227-2014_325119_9_7438_11934_1_ID_510_9_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_487_ma78_16_to_241	1.3e-60	226	gi|501501080|ref|WP_012509309.1|	96.7	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L227_2014_106_17	rpoB_3	CA-L227-2014_325119_9_7438_11934_1_ID_510_9_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_487_ma81_1079_to_1351	5.1e-61	273	gi|501501080|ref|WP_012509309.1|	96.7	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L227_2014_106_17	rpoB_3	CA-L227-2014_325119_9_7438_11934_1_ID_510_9_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_487_ma79_263_to_594	7.4e-151	332	gi|501501080|ref|WP_012509309.1|	96.7	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L227_2014_106_17	rpoB_3	CA-L227-2014_88010_1_3_641_1_ID_206_1_partial_10_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_495_ma85_1_to_64	6.8e-15	64	gi|501501080|ref|WP_012509309.1|	93.4	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L227_2014_108_18	rpoB_3	CA-L227-2014_266033_4_5667_7496_-1_ID_126_4_partial_01_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_375_ma89_2_to_606	4.3e-291	605	gi|656000067|ref|WP_029041532.1|	50.5	Cucumibacter marinus	Cucumibacter	Hyphomicrobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
CA_L227_2014_108_18	rpoB_3	CA-L227-2014_266033_3_1172_5650_-1_ID_126_3_partial_00_start_type_ATG_rbs_motif_3Base_5BMM_rbs_spacer_13-15bp_gc_cont_0_375_ma88_1154_to_1469	8.5e-79	316	gi|500471158|ref|WP_011937992.1|	50.5	Geobacter uraniireducens	Geobacter	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
CA_L227_2014_108_18	rpoB_3	CA-L227-2014_266033_3_1172_5650_-1_ID_126_3_partial_00_start_type_ATG_rbs_motif_3Base_5BMM_rbs_spacer_13-15bp_gc_cont_0_375_ma87_35_to_1012	0	978	gi|500471158|ref|WP_011937992.1|	50.5	Geobacter uraniireducens	Geobacter	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
CA_L227_2014_13_19	rpoB_3	CA-L227-2014_42006_7_3892_8004_1_ID_120_7_partial_00_start_type_ATG_rbs_motif_GGAG_GAGG_rbs_spacer_5-10bp_gc_cont_0_534_ma90_3_to_1368	0	1366	gi|754171335|ref|WP_041790955.1|	93.2	Rhodoferax ferrireducens	Rhodoferax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
CA_L227_2014_13_19	rpoB_3	CA-L227-2014_42006_8_8029_12246_1_ID_120_8_partial_00_start_type_ATG_rbs_motif_AGGA_rbs_spacer_5-10bp_gc_cont_0_554_ma92_983_to_1376	7.7e-105	394	gi|499785124|ref|WP_011465858.1|	96.2	Rhodoferax ferrireducens	Rhodoferax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
CA_L227_2014_13_19	rpoB_3	CA-L227-2014_42006_8_8029_12246_1_ID_120_8_partial_00_start_type_ATG_rbs_motif_AGGA_rbs_spacer_5-10bp_gc_cont_0_554_ma91_14_to_994	0	981	gi|499785124|ref|WP_011465858.1|	96.2	Rhodoferax ferrireducens	Rhodoferax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
CA_L227_2014_24_20	rpoB_3	CA-L227-2014_282488_5_2384_6505_1_ID_228_5_partial_00_start_type_ATG_rbs_motif_GGA_GAG_AGG_rbs_spacer_5-10bp_gc_cont_0_424_ma93_5_to_1372	0	1368	gi|499735472|ref|WP_011416206.1|	73.5	Syntrophus aciditrophicus	Syntrophus	Syntrophaceae	Syntrophobacterales	Deltaproteobacteria	Proteobacteria	Bacteria
CA_L227_2014_24_20	rpoB_3	CA-L227-2014_282488_6_6552_10646_1_ID_228_6_partial_00_start_type_GTG_rbs_motif_AGGAG_rbs_spacer_5-10bp_gc_cont_0_442_ma94_12_to_976	0	965	gi|499735473|ref|WP_011416207.1|	84.8	Syntrophus aciditrophicus	Syntrophus	Syntrophaceae	Syntrophobacterales	Deltaproteobacteria	Proteobacteria	Bacteria
CA_L227_2014_24_20	rpoB_3	CA-L227-2014_282488_6_6552_10646_1_ID_228_6_partial_00_start_type_GTG_rbs_motif_AGGAG_rbs_spacer_5-10bp_gc_cont_0_442_ma95_991_to_1356	3.5e-113	366	gi|499735473|ref|WP_011416207.1|	84.8	Syntrophus aciditrophicus	Syntrophus	Syntrophaceae	Syntrophobacterales	Deltaproteobacteria	Proteobacteria	Bacteria
CA_L227_2014_37_21	rpoB_3	CA-L227-2014_327479_5_7571_11662_-1_ID_401_5_partial_00_start_type_ATG_rbs_motif_GGA_GAG_AGG_rbs_spacer_5-10bp_gc_cont_0_396_ma96_2_to_1362	0	1361	gi|652905754|ref|WP_027159761.1|	92.2	Methylobacter luteus	Methylobacter	Methylococcaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
CA_L227_2014_37_21	rpoB_3	CA-L227-2014_327479_4_3196_7389_-1_ID_401_4_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_394_ma98_980_to_1370	3.7e-105	391	gi|652888116|ref|WP_027148068.1|	93.6	Methylobacter tundripaludum	Methylobacter	Methylococcaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
CA_L227_2014_37_21	rpoB_3	CA-L227-2014_327479_4_3196_7389_-1_ID_401_4_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_394_ma97_9_to_987	0	979	gi|652888116|ref|WP_027148068.1|	93.6	Methylobacter tundripaludum	Methylobacter	Methylococcaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
CA_L227_2014_4_22	rpoB_3	CA-L227-2014_70825_13_12468_16592_1_ID_47_13_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_614_ma101_19_to_979	0	961	gi|757171833|ref|WP_042725921.1|	81.0	Chthoniobacter flavus	Chthoniobacter	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria
CA_L227_2014_4_22	rpoB_3	CA-L227-2014_70825_12_8619_12413_1_ID_47_12_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_608_ma99_4_to_1086	0	1083	gi|494040793|ref|WP_006982917.1|	87.3	Chthoniobacter flavus	Chthoniobacter	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria
CA_L227_2014_4_22	rpoB_3	CA-L227-2014_70825_13_12468_16592_1_ID_47_13_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_614_ma102_1011_to_1353	7.4e-107	343	gi|757171833|ref|WP_042725921.1|	81.0	Chthoniobacter flavus	Chthoniobacter	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria
CA_L227_2014_4_22	rpoB_3	CA-L227-2014_70825_12_8619_12413_1_ID_47_12_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_608_ma100_1085_to_1252	1.3e-98	168	gi|494040793|ref|WP_006982917.1|	87.3	Chthoniobacter flavus	Chthoniobacter	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria
CA_L227_2014_46_23	rpoB_3	CA-L227-2014_142094_8_5049_8849_1_ID_114_8_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_538_ma104_1085_to_1255	3.5e-98	171	gi|1125751290|ref|WP_075078960.1|	84.6	Terrimicrobium sacchariphilum	Terrimicrobium	Terrimicrobium	Terrimicrobium	Spartobacteria	Verrucomicrobia	Bacteria
CA_L227_2014_46_23	rpoB_3	CA-L227-2014_183112_13_10028_13078_-1_ID_159_13_partial_01_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_550_ma106_649_to_1008	3.9e-106	360	gi|1125751291|ref|WP_075078961.1|	82.9	Terrimicrobium sacchariphilum	Terrimicrobium	Terrimicrobium	Terrimicrobium	Spartobacteria	Verrucomicrobia	Bacteria
CA_L227_2014_46_23	rpoB_3	CA-L227-2014_142094_9_8889_9830_1_ID_114_9_partial_01_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_521_ma107_14_to_314	6.5e-110	301	gi|1125751291|ref|WP_075078961.1|	83.4	Terrimicrobium sacchariphilum	Terrimicrobium	Terrimicrobium	Terrimicrobium	Spartobacteria	Verrucomicrobia	Bacteria
CA_L227_2014_46_23	rpoB_3	CA-L227-2014_183112_13_10028_13078_-1_ID_159_13_partial_01_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_550_ma105_1_to_621	1.1e-218	621	gi|1125751291|ref|WP_075078961.1|	82.9	Terrimicrobium sacchariphilum	Terrimicrobium	Terrimicrobium	Terrimicrobium	Spartobacteria	Verrucomicrobia	Bacteria
CA_L227_2014_46_23	rpoB_3	CA-L227-2014_142094_8_5049_8849_1_ID_114_8_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_538_ma103_4_to_1086	0	1083	gi|1125751290|ref|WP_075078960.1|	84.6	Terrimicrobium sacchariphilum	Terrimicrobium	Terrimicrobium	Terrimicrobium	Spartobacteria	Verrucomicrobia	Bacteria
CA_L227_2014_49_24	rpoB_3	CA-L227-2014_112756_1_2_2734_-1_ID_159_1_partial_10_start_type_ATG_rbs_motif_GGAG_GAGG_rbs_spacer_5-10bp_gc_cont_0_655_ma108_6_to_911	0	906	gi|501518358|ref|WP_012526295.1|	89.6	unclassified	Anaeromyxobacter	Anaeromyxobacteraceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
CA_L227_2014_49_24	rpoB_3	CA-L227-2014_281823_2_1333_2763_-1_ID_270_2_partial_01_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_668_ma109_1_to_458	2.8e-200	458	gi|501045198|ref|WP_012097005.1|	82.3	Anaeromyxobacter sp. Fw109-5	Anaeromyxobacter	Anaeromyxobacteraceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
CA_L227_2014_49_24	rpoB_3	CA-L227-2014_281823_1_2_1288_-1_ID_270_1_partial_10_start_type_GTG_rbs_motif_GGAG_GAGG_rbs_spacer_5-10bp_gc_cont_0_643_ma110_12_to_429	1.5e-187	418	gi|501750333|ref|WP_012633518.1|	90.4	Anaeromyxobacter dehalogenans	Anaeromyxobacter	Anaeromyxobacteraceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
CA_L227_2014_49_24	rpoB_3	CA-L227-2014_50687_1_1_798_1_ID_89_1_partial_10_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_672_ma111_1_to_254	3.6e-89	254	gi|501045197|ref|WP_012097004.1|	91.7	Anaeromyxobacter sp. Fw109-5	Anaeromyxobacter	Anaeromyxobacteraceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
CA_L227_2014_52_25	rpoB_3	CA-L227-2014_79982_2_262_4386_1_ID_91_2_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_559_ma113_1012_to_1358	3.7e-105	347	gi|1125751291|ref|WP_075078961.1|	83.3	Terrimicrobium sacchariphilum	Terrimicrobium	Terrimicrobium	Terrimicrobium	Spartobacteria	Verrucomicrobia	Bacteria
CA_L227_2014_52_25	rpoB_3	CA-L227-2014_221306_6_4641_6368_1_ID_188_6_partial_01_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_552_ma114_4_to_576	1.1e-223	573	gi|1125751290|ref|WP_075078960.1|	80.0	Terrimicrobium sacchariphilum	Terrimicrobium	Terrimicrobium	Terrimicrobium	Spartobacteria	Verrucomicrobia	Bacteria
CA_L227_2014_52_25	rpoB_3	CA-L227-2014_79982_2_262_4386_1_ID_91_2_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_559_ma112_20_to_980	0	961	gi|1125751291|ref|WP_075078961.1|	83.3	Terrimicrobium sacchariphilum	Terrimicrobium	Terrimicrobium	Terrimicrobium	Spartobacteria	Verrucomicrobia	Bacteria
CA_L227_2014_52_25	rpoB_3	CA-L227-2014_79982_1_1_198_1_ID_91_1_partial_10_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_571_ma115_1_to_49	9.2e-19	49	gi|740336017|ref|WP_038172743.1|	62.1	Verrucomicrobium sp. BvORR106	Verrucomicrobium	Verrucomicrobiaceae	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobia	Bacteria
CA_L227_2014_61_26	rpoB_3	CA-L227-2014_2564_13_11792_16078_-1_ID_3_13_partial_00_start_type_ATG_rbs_motif_TAA_rbs_spacer_4bp_gc_cont_0_533_ma120_1298_to_1416	2.4e-25	119	gi|1011120996|ref|WP_062042857.1|	83.4	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L227_2014_61_26	rpoB_3	CA-L227-2014_2564_14_16153_19959_-1_ID_3_14_partial_00_start_type_TTG_rbs_motif_TAA_rbs_spacer_12bp_gc_cont_0_511_ma116_3_to_1109	0	1107	gi|1011118163|ref|WP_062040024.1|	84.1	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L227_2014_61_26	rpoB_3	CA-L227-2014_2564_13_11792_16078_-1_ID_3_13_partial_00_start_type_ATG_rbs_motif_TAA_rbs_spacer_4bp_gc_cont_0_533_ma119_1025_to_1293	2.1e-69	269	gi|1011120996|ref|WP_062042857.1|	83.4	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L227_2014_61_26	rpoB_3	CA-L227-2014_2564_14_16153_19959_-1_ID_3_14_partial_00_start_type_TTG_rbs_motif_TAA_rbs_spacer_12bp_gc_cont_0_511_ma117_1109_to_1266	2.2e-93	158	gi|1011118163|ref|WP_062040024.1|	84.1	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L227_2014_61_26	rpoB_3	CA-L227-2014_2564_13_11792_16078_-1_ID_3_13_partial_00_start_type_ATG_rbs_motif_TAA_rbs_spacer_4bp_gc_cont_0_533_ma118_10_to_1000	0	991	gi|1011120996|ref|WP_062042857.1|	83.4	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L227_2014_88_27	rpoB_3	CA-L227-2014_109014_24_25657_29466_-1_ID_67_24_partial_00_start_type_TTG_rbs_motif_AAAA_rbs_spacer_9bp_gc_cont_0_434_ma121_4_to_1109	0	1106	gi|1011118163|ref|WP_062040024.1|	83.7	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L227_2014_88_27	rpoB_3	CA-L227-2014_109014_24_25657_29466_-1_ID_67_24_partial_00_start_type_TTG_rbs_motif_AAAA_rbs_spacer_9bp_gc_cont_0_434_ma122_1105_to_1268	2.2e-96	164	gi|1011118163|ref|WP_062040024.1|	83.7	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L227_2014_88_27	rpoB_3	CA-L227-2014_109014_23_21313_25611_-1_ID_67_23_partial_00_start_type_ATG_rbs_motif_AAAA_rbs_spacer_5bp_gc_cont_0_437_ma123_9_to_997	0	989	gi|1011120996|ref|WP_062042857.1|	82.8	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L227_2014_88_27	rpoB_3	CA-L227-2014_109014_23_21313_25611_-1_ID_67_23_partial_00_start_type_ATG_rbs_motif_AAAA_rbs_spacer_5bp_gc_cont_0_437_ma125_1297_to_1415	1.1e-24	119	gi|1011120996|ref|WP_062042857.1|	82.8	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L227_2014_88_27	rpoB_3	CA-L227-2014_109014_23_21313_25611_-1_ID_67_23_partial_00_start_type_ATG_rbs_motif_AAAA_rbs_spacer_5bp_gc_cont_0_437_ma124_1025_to_1292	8.7e-68	268	gi|1011120996|ref|WP_062042857.1|	82.8	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L227_2014_92_28	rpoB_3	CA-L227-2014_96950_1_1_4413_1_ID_168_1_partial_10_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_493_ma129_589_to_1024	3.4e-122	436	gi|501501080|ref|WP_012509309.1|	95.8	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L227_2014_92_28	rpoB_3	CA-L227-2014_96950_1_1_4413_1_ID_168_1_partial_10_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_493_ma130_1049_to_1323	4.1e-61	275	gi|501501080|ref|WP_012509309.1|	95.8	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L227_2014_92_28	rpoB_3	CA-L227-2014_96914_1_1_3102_1_ID_167_1_partial_11_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_492_ma134_588_to_1024	3.8e-122	437	gi|501501080|ref|WP_012509309.1|	96.1	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L227_2014_92_28	rpoB_3	CA-L227-2014_102382_11_8311_9378_-1_ID_181_11_partial_01_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_483_ma135_8_to_208	1.1e-53	201	gi|501501080|ref|WP_012509309.1|	94.1	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L227_2014_92_28	rpoB_3	CA-L227-2014_102382_11_8311_9378_-1_ID_181_11_partial_01_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_483_ma136_209_to_334	1.7e-27	126	gi|501501080|ref|WP_012509309.1|	94.1	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L227_2014_92_28	rpoB_3	CA-L227-2014_307941_1_1_3447_-1_ID_448_1_partial_11_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_479_ma127_993_to_1149	2.4e-99	157	gi|753754217|ref|WP_041526912.1|	93.9	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L227_2014_92_28	rpoB_3	CA-L227-2014_96950_1_1_4413_1_ID_168_1_partial_10_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_493_ma128_3_to_567	2.6e-209	565	gi|501501080|ref|WP_012509309.1|	95.8	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L227_2014_92_28	rpoB_3	CA-L227-2014_96950_1_1_4413_1_ID_168_1_partial_10_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_493_ma131_1323_to_1449	1.5e-26	127	gi|501501080|ref|WP_012509309.1|	95.8	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L227_2014_92_28	rpoB_3	CA-L227-2014_206702_1_2_2713_-1_ID_343_1_partial_10_start_type_GTG_rbs_motif_AAA_rbs_spacer_12bp_gc_cont_0_471_ma132_8_to_904	0	897	gi|753754217|ref|WP_041526912.1|	94.5	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L227_2014_92_28	rpoB_3	CA-L227-2014_96914_1_1_3102_1_ID_167_1_partial_11_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_492_ma133_3_to_569	9.8e-210	567	gi|501501080|ref|WP_012509309.1|	96.1	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L227_2014_92_28	rpoB_3	CA-L227-2014_307941_1_1_3447_-1_ID_448_1_partial_11_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_479_ma126_1_to_997	0	997	gi|753754217|ref|WP_041526912.1|	93.9	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L442_12_29	rpoB_3	CA-L442_201558_31_31833_33116_1_ID_281_31_partial_01_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_633_ma139_5_to_424	2.7e-130	420	gi|1072770922|ref|WP_069960791.1|	96.5	Lacunisphaera limnophila	Lacunisphaera	Opitutaceae	Opitutales	Opitutae	Verrucomicrobia	Bacteria
CA_L442_12_29	rpoB_3	CA-L442_49846_34_20643_24770_-1_ID_83_34_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_642_ma137_20_to_986	0	967	gi|1072770921|ref|WP_069960790.1|	95.6	Lacunisphaera limnophila	Lacunisphaera	Opitutaceae	Opitutales	Opitutae	Verrucomicrobia	Bacteria
CA_L442_12_29	rpoB_3	CA-L442_49846_35_24802_25464_-1_ID_83_35_partial_01_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_641_ma141_45_to_210	5.6e-100	166	gi|1072770922|ref|WP_069960791.1|	97.7	Lacunisphaera limnophila	Lacunisphaera	Opitutaceae	Opitutales	Opitutae	Verrucomicrobia	Bacteria
CA_L442_12_29	rpoB_3	CA-L442_49846_35_24802_25464_-1_ID_83_35_partial_01_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_641_ma140_1_to_46	1e-27	46	gi|1072770922|ref|WP_069960791.1|	97.7	Lacunisphaera limnophila	Lacunisphaera	Opitutaceae	Opitutales	Opitutae	Verrucomicrobia	Bacteria
CA_L442_12_29	rpoB_3	CA-L442_49846_34_20643_24770_-1_ID_83_34_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_642_ma138_1002_to_1354	3.1e-101	353	gi|1072770921|ref|WP_069960790.1|	95.6	Lacunisphaera limnophila	Lacunisphaera	Opitutaceae	Opitutales	Opitutae	Verrucomicrobia	Bacteria
CA_L442_14_30	rpoB_3	CA-L442_195379_1_3_2426_-1_ID_326_1_partial_10_start_type_ATG_rbs_motif_AGGAG_rbs_spacer_5-10bp_gc_cont_0_541_ma143_17_to_808	0	792	gi|655965035|ref|WP_029007686.1|	90.8	Azospirillum halopraeferens	Azospirillum	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria
CA_L442_14_30	rpoB_3	CA-L442_371696_1_1_1509_1_ID_441_1_partial_10_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_575_ma145_93_to_482	2e-118	390	gi|980980312|ref|WP_059398869.1|	84.4	Azospirillum brasilense	Azospirillum	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria
CA_L442_14_30	rpoB_3	CA-L442_195379_2_2505_6626_-1_ID_326_2_partial_00_start_type_ATG_rbs_motif_GGAGG_rbs_spacer_5-10bp_gc_cont_0_563_ma142_1_to_1371	0	1371	gi|655965036|ref|WP_029007687.1|	85.0	Azospirillum halopraeferens	Azospirillum	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria
